Borough_BORO,ZIPCODE,CUISINE,ACT.CODE,VIOLCODE,SCORE,CURRENTGRADE_current
Borough_Queens,11385,Chinese,D_action,10D,12,A_current
Borough_Queens,11355,Delicatessen,U_action,04N,25,B_current
Borough_Bronx,10460,American,D_action,06C,10,A_current
Borough_Manhattan,10002,Chinese,U_action,04L,17,B_current
Borough_Brooklyn,11235,---,D_action,04H,12,A_current
Borough_Queens,11436,Chinese,U_action,02G,13,A_current
Borough_Queens,11430,Hamburgers,D_action,04L,13,A_current
Borough_Brooklyn,11230,American,U_action,04A,26,B_current
Borough_Brooklyn,11223,Bakery,F_action,04H,43,C_current
Borough_Manhattan,10002,Chinese,U_action,06C,17,B_current
Borough_Brooklyn,11223,Bakery,F_action,04A,43,C_current
Borough_Manhattan,10002,Chinese,U_action,08A,17,B_current
Borough_Bronx,10457,American,U_action,02G,21,B_current
Borough_Queens,11430,Hamburgers,D_action,04N,13,A_current
Borough_Bronx,10457,American,U_action,04K,21,B_current
Borough_Queens,11385,Mexican,D_action,08A,11,A_current
Borough_Brooklyn,11223,Bakery,F_action,05D,43,C_current
Borough_Manhattan,10003,Barbecue,D_action,06D,12,A_current
Borough_Bronx,10457,American,U_action,10B,21,B_current
Borough_Queens,11418,Spanish,D_action,10F,12,A_current
Borough_Bronx,10457,American,U_action,08A,21,B_current
Borough_Queens,11370,American,D_action,04C,13,A_current
Borough_Queens,11370,American,D_action,10F,13,A_current
Borough_Queens,11355,Delicatessen,U_action,02B,25,B_current
Borough_Queens,11355,Delicatessen,U_action,04L,25,B_current
Borough_5,10312,Bagels/Pretzels,D_action,10F,11,A_current
Borough_Queens,,---,D_action,02G,9,A_current
Borough_Brooklyn,11221,Chinese,D_action,02B,13,A_current
Borough_Brooklyn,11225,Chinese,D_action,02G,13,A_current
Borough_Queens,,---,D_action,10F,9,A_current
Borough_Brooklyn,11221,American,D_action,06D,12,A_current
Borough_5,10312,Bagels/Pretzels,D_action,06C,11,A_current
Borough_Queens,11355,Delicatessen,U_action,04H,25,B_current
Borough_Queens,11355,Delicatessen,U_action,08A,25,B_current
Borough_Brooklyn,11235,---,D_action,10B,12,A_current
Borough_Manhattan,10022,Sandwiches,D_action,02B,7,A_current
Borough_Queens,11434,American,U_action,06E,23,B_current
Borough_Queens,11434,American,U_action,02B,23,B_current
Borough_Brooklyn,11235,---,D_action,10F,12,A_current
Borough_Queens,11434,American,U_action,04L,23,B_current
Borough_Queens,11434,American,U_action,08A,23,B_current
Borough_Queens,11434,American,U_action,04N,23,B_current
Borough_Brooklyn,11215,American,D_action,10F,2,A_current
Borough_Bronx,10456,Chinese,U_action,04L,20,B_current
Borough_Brooklyn,11205,American,O_action,10F,9,Z_current
Borough_Bronx,10456,Chinese,U_action,10F,20,B_current
Borough_Queens,11385,Mexican,D_action,04L,11,A_current
Borough_Queens,11385,Mexican,D_action,08C,11,A_current
Borough_Queens,11418,Spanish,D_action,02G,12,A_current
Borough_Bronx,10456,Chinese,U_action,08A,20,B_current
Borough_Bronx,10456,Chinese,U_action,06C,20,B_current
Borough_5,10312,Bagels/Pretzels,D_action,10I,11,A_current
Borough_Queens,11418,Spanish,D_action,10B,12,A_current
Borough_Brooklyn,11225,Chinese,D_action,06D,13,A_current
Borough_5,10301,---,D_action,02G,7,A_current
Borough_Brooklyn,11221,Chinese,D_action,06D,13,A_current
Borough_Bronx,10461,Bakery,D_action,06B,10,A_current
Borough_Bronx,10461,Bakery,D_action,10B,10,A_current
Borough_Brooklyn,11223,MiddleEastern,D_action,04H,9,A_current
Borough_Bronx,10461,Bakery,D_action,10I,10,A_current
Borough_Brooklyn,11221,American,D_action,04H,12,A_current
Borough_Brooklyn,11223,MiddleEastern,D_action,10F,9,A_current
Borough_Manhattan,10013,Italian,U_action,10B,27,B_current
Borough_Manhattan,10017,Café/Coffee/Tea,D_action,10F,12,A_current
Borough_Brooklyn,11222,Bakery,D_action,08A,11,A_current
Borough_Manhattan,10025,---,F_action,05F,47,C_current
Borough_Queens,11417,American,U_action,10F,21,B_current
Borough_Brooklyn,11205,Bakery,D_action,06D,12,A_current
Borough_Manhattan,10009,American,D_action,02G,13,A_current
Borough_Bronx,10466,Caribbean,D_action,10F,12,A_current
Borough_Brooklyn,11215,---,D_action,10F,12,A_current
Borough_Bronx,10452,Chicken,D_action,10I,8,A_current
Borough_Bronx,10452,American,D_action,04L,13,A_current
Borough_Manhattan,10024,Italian,D_action,06C,13,A_current
Borough_Queens,11422,Chicken,D_action,06D,10,A_current
Borough_Queens,11377,American,U_action,04A,26,B_current
Borough_Brooklyn,11211,Spanish,D_action,06D,7,A_current
Borough_Manhattan,10012,French,D_action,06C,10,A_current
Borough_Brooklyn,11229,Pizza,U_action,04N,20,B_current
Borough_Brooklyn,11229,Pizza,U_action,08A,20,B_current
Borough_Brooklyn,11215,American,D_action,10F,13,A_current
Borough_Brooklyn,11230,Jewish/Kosher,D_action,06D,10,A_current
Borough_Brooklyn,11218,Jewish/Kosher,F_action,09C,41,Z_current
Borough_Queens,11385,Chinese,D_action,10F,12,A_current
Borough_Brooklyn,11230,American,U_action,10B,26,B_current
Borough_Brooklyn,11223,Bakery,F_action,04L,43,C_current
Borough_Brooklyn,11223,Bakery,F_action,08A,43,C_current
Borough_Manhattan,10003,Barbecue,D_action,04H,12,A_current
Borough_Queens,11370,American,D_action,10A,13,A_current
Borough_Queens,11370,American,D_action,10B,13,A_current
Borough_Brooklyn,11205,American,O_action,10H,9,Z_current
Borough_Brooklyn,11218,---,D_action,04L,9,A_current
Borough_Brooklyn,11218,---,D_action,08A,9,A_current
Borough_Manhattan,10022,American,D_action,04K,11,A_current
Borough_Manhattan,10022,American,D_action,04N,11,A_current
Borough_Manhattan,10022,American,D_action,08A,11,A_current
Borough_Manhattan,10022,American,D_action,04L,11,A_current
Borough_Manhattan,10012,Italian,D_action,08A,11,A_current
Borough_Manhattan,10012,Italian,D_action,04N,11,A_current
Borough_Manhattan,10012,Italian,D_action,10B,11,A_current
Borough_Manhattan,10012,Italian,D_action,04L,11,A_current
Borough_Queens,11364,American,D_action,02G,10,A_current
Borough_Queens,11364,American,D_action,10F,10,A_current
Borough_Manhattan,10003,Seafood,F_action,04L,26,B_current
Borough_Manhattan,10003,Seafood,F_action,10F,26,B_current
Borough_Manhattan,10003,Seafood,F_action,04N,26,B_current
Borough_Manhattan,10003,Seafood,F_action,04M,26,B_current
Borough_Manhattan,10003,Seafood,F_action,10B,26,B_current
Borough_Manhattan,10003,Seafood,F_action,99B,26,B_current
Borough_Manhattan,10003,Seafood,F_action,02G,26,B_current
Borough_Manhattan,10019,American,D_action,02G,12,A_current
Borough_Manhattan,10019,American,D_action,06E,12,A_current
Borough_Manhattan,10028,American,D_action,10F,4,A_current
Borough_Manhattan,10028,Sandwiches,D_action,10A,9,A_current
Borough_Manhattan,10028,Sandwiches,D_action,10B,9,A_current
Borough_Manhattan,10028,Sandwiches,D_action,06D,9,A_current
Borough_Manhattan,10011,American,D_action,10H,4,A_current
Borough_Manhattan,10011,American,D_action,10F,4,A_current
Borough_Manhattan,10016,Other,D_action,04H,8,A_current
Borough_Queens,11357,Bagels/Pretzels,D_action,10B,11,A_current
Borough_Queens,11357,Bagels/Pretzels,D_action,02G,11,A_current
Borough_Queens,11357,Bagels/Pretzels,D_action,10F,11,A_current
Borough_Brooklyn,11231,American,D_action,08A,12,A_current
Borough_Brooklyn,11231,American,D_action,04L,12,A_current
Borough_Queens,11419,Other,D_action,10F,5,A_current
Borough_Bronx,10461,American,D_action,10F,12,A_current
Borough_Bronx,10466,American,D_action,04L,9,A_current
Borough_5,10302,Spanish,D_action,06E,7,A_current
Borough_5,10302,Spanish,D_action,10F,7,A_current
Borough_Brooklyn,11232,Spanish,F_action,10F,18,B_current
Borough_Brooklyn,11232,Spanish,F_action,02B,18,B_current
Borough_Brooklyn,11232,Spanish,F_action,06A,18,B_current
Borough_Brooklyn,11232,Spanish,F_action,10D,18,B_current
Borough_Brooklyn,11229,American,D_action,10B,2,A_current
Borough_Manhattan,10010,American,D_action,06D,7,A_current
Borough_Queens,11385,---,D_action,10F,3,A_current
Borough_Manhattan,10025,Indian,D_action,06D,13,A_current
Borough_Manhattan,10025,Indian,D_action,06E,13,A_current
Borough_Manhattan,10025,Indian,D_action,09C,13,A_current
Borough_Manhattan,10012,French,D_action,08A,11,A_current
Borough_Manhattan,10010,American,D_action,10F,7,A_current
Borough_Queens,11103,Chinese,U_action,08A,25,B_current
Borough_Brooklyn,11222,American,D_action,06D,12,A_current
Borough_Brooklyn,11222,American,D_action,06E,12,A_current
Borough_Brooklyn,11222,American,D_action,10H,12,A_current
Borough_Manhattan,10012,French,D_action,09C,11,A_current
Borough_Manhattan,10012,French,D_action,04L,11,A_current
Borough_Brooklyn,11213,Pizza,D_action,10F,11,A_current
Borough_Queens,11103,Chinese,U_action,02B,25,B_current
Borough_Queens,11103,Chinese,U_action,04L,25,B_current
Borough_Queens,11103,Chinese,U_action,06A,25,B_current
Borough_Queens,11103,Chinese,U_action,04K,25,B_current
Borough_Queens,11103,Chinese,U_action,08C,25,B_current
Borough_Brooklyn,11213,Pizza,D_action,04L,11,A_current
Borough_Brooklyn,11213,Pizza,D_action,04N,11,A_current
Borough_Brooklyn,11213,Pizza,D_action,08A,11,A_current
Borough_Brooklyn,11223,MiddleEastern,D_action,06E,6,A_current
Borough_Queens,11432,Korean,F_action,04M,58,C_current
Borough_Queens,11432,Korean,F_action,08C,58,C_current
Borough_Queens,11432,Korean,F_action,10F,58,C_current
Borough_Queens,11432,Korean,F_action,06C,58,C_current
Borough_5,10309,Bagels/Pretzels,U_action,02G,17,B_current
Borough_5,10309,Bagels/Pretzels,U_action,05D,17,B_current
Borough_Brooklyn,11238,African,D_action,06B,13,A_current
Borough_Manhattan,10023,---,D_action,04N,7,A_current
Borough_Brooklyn,11238,African,D_action,02B,13,A_current
Borough_Queens,11693,Mexican,D_action,06C,8,A_current
Borough_Queens,11432,Korean,F_action,09A,58,C_current
Borough_Queens,11432,Korean,F_action,10I,58,C_current
Borough_Queens,11432,Korean,F_action,10B,58,C_current
Borough_Brooklyn,11216,Chinese,D_action,06C,10,A_current
Borough_Brooklyn,11216,Chinese,D_action,06D,10,A_current
Borough_Bronx,10465,Tex-Mex,D_action,08C,12,A_current
Borough_Manhattan,10028,Café/Coffee/Tea,D_action,08A,12,A_current
Borough_Manhattan,10028,Café/Coffee/Tea,D_action,10H,12,A_current
Borough_Bronx,10465,Tex-Mex,D_action,04J,12,A_current
Borough_Queens,11432,Korean,F_action,08A,58,C_current
Borough_Queens,11432,Korean,F_action,06E,58,C_current
Borough_Manhattan,10028,Café/Coffee/Tea,D_action,04L,12,A_current
Borough_Queens,11693,Mexican,D_action,10F,8,A_current
Borough_5,10314,Bagels/Pretzels,D_action,10F,2,A_current
Borough_Queens,11103,American,D_action,08C,13,A_current
Borough_Brooklyn,11237,American,D_action,06D,5,A_current
Borough_5,10302,American,D_action,06D,6,A_current
Borough_Queens,11103,American,D_action,10B,13,A_current
Borough_Queens,11103,American,D_action,10H,13,A_current
Borough_Manhattan,10001,American,D_action,04H,12,A_current
Borough_Manhattan,10001,American,D_action,06D,12,A_current
Borough_Manhattan,10022,Japanese,D_action,06C,8,A_current
Borough_Brooklyn,11204,Chinese,F_action,02G,21,B_current
Borough_Brooklyn,11204,Chinese,F_action,04M,21,B_current
Borough_Manhattan,10016,Mexican,D_action,02B,12,A_current
Borough_Brooklyn,11204,Chinese,F_action,08A,21,B_current
Borough_Queens,11103,American,F_action,05D,41,C_current
Borough_Brooklyn,11204,Chinese,F_action,04L,21,B_current
Borough_Queens,11103,American,F_action,02B,41,C_current
Borough_Queens,11103,MiddleEastern,F_action,04N,30,A_current
Borough_Brooklyn,11229,Italian,F_action,04L,45,Z_current
Borough_Brooklyn,11229,Italian,F_action,06D,45,Z_current
Borough_Brooklyn,11229,Italian,F_action,06E,45,Z_current
Borough_Brooklyn,11229,Italian,F_action,08A,45,Z_current
Borough_Brooklyn,11232,Spanish,D_action,10H,12,A_current
Borough_Brooklyn,11226,Caribbean,D_action,08A,13,A_current
Borough_Queens,11103,American,F_action,04A,41,C_current
Borough_Brooklyn,11226,Caribbean,D_action,10B,13,A_current
Borough_Queens,11428,Other,D_action,02G,12,A_current
Borough_Queens,11428,Other,D_action,06E,12,A_current
Borough_Queens,11432,Chinese,D_action,08A,9,A_current
Borough_Queens,11103,Donuts,D_action,10I,2,A_current
Borough_Queens,11103,American,F_action,10F,41,C_current
Borough_Queens,11103,American,F_action,10B,41,C_current
Borough_Queens,11103,American,F_action,06E,41,C_current
Borough_Queens,11103,MiddleEastern,F_action,04A,30,A_current
Borough_Queens,11103,MiddleEastern,F_action,04H,30,A_current
Borough_Queens,11103,MiddleEastern,F_action,08A,30,A_current
Borough_Brooklyn,11229,Italian,F_action,02G,45,Z_current
Borough_Manhattan,10012,Hamburgers,D_action,10B,12,A_current
Borough_Brooklyn,11229,Italian,F_action,10B,45,Z_current
Borough_Brooklyn,11229,Italian,F_action,99B,45,Z_current
Borough_Brooklyn,11229,Italian,F_action,04J,45,Z_current
Borough_Manhattan,10012,Hamburgers,D_action,08A,12,A_current
Borough_Brooklyn,11232,Spanish,D_action,06C,12,A_current
Borough_Manhattan,10018,---,D_action,10F,2,A_current
Borough_Brooklyn,11232,Spanish,D_action,06D,12,A_current
Borough_Manhattan,10012,Hamburgers,D_action,04N,12,A_current
Borough_Manhattan,10019,Irish,D_action,05D,12,A_current
Borough_Manhattan,10019,Irish,D_action,10F,12,A_current
Borough_Brooklyn,11226,Caribbean,D_action,04L,13,A_current
Borough_Manhattan,10033,Mexican,D_action,10B,9,A_current
Borough_Manhattan,10033,Mexican,D_action,02G,9,A_current
Borough_Brooklyn,11226,Caribbean,D_action,04N,13,A_current
Borough_Brooklyn,11220,Other,D_action,04A,10,A_current
Borough_Queens,11433,Caribbean,D_action,02B,7,A_current
Borough_Bronx,10461,American,D_action,04A,12,A_current
Borough_Bronx,10466,American,D_action,08A,9,A_current
Borough_Queens,11385,EasternEuropean,D_action,06D,5,A_current
Borough_Manhattan,10023,---,D_action,10F,7,A_current
Borough_Bronx,10465,Tex-Mex,D_action,10B,12,A_current
Borough_Queens,11432,Korean,F_action,04L,58,C_current
Borough_Queens,11103,American,D_action,04H,13,A_current
Borough_Manhattan,10016,Mexican,D_action,06D,12,A_current
Borough_Queens,11432,Chinese,D_action,04L,9,A_current
Borough_Queens,11103,American,F_action,06F,41,C_current
Borough_Bronx,10465,American,D_action,10F,12,A_current
Borough_Bronx,10465,American,D_action,04A,12,A_current
Borough_Brooklyn,11224,American,D_action,10F,2,A_current
Borough_Queens,11354,Japanese,D_action,06E,11,A_current
Borough_Queens,11354,Japanese,D_action,06A,11,A_current
Borough_Brooklyn,11224,American,D_action,04H,12,A_current
Borough_Brooklyn,11224,American,D_action,10F,12,A_current
Borough_Queens,11423,---,D_action,10F,13,A_current
Borough_Queens,11423,---,D_action,02G,13,A_current
Borough_Queens,11423,---,D_action,99B,13,A_current
Borough_5,10307,Pizza,D_action,02G,10,A_current
Borough_5,10307,American,D_action,02G,10,A_current
Borough_5,10307,Pizza,D_action,10B,10,A_current
Borough_5,10307,American,D_action,99B,10,A_current
Borough_Brooklyn,11208,Indian,D_action,10B,11,A_current
Borough_Brooklyn,11208,Indian,D_action,10F,11,A_current
Borough_Brooklyn,11208,Indian,D_action,06D,11,A_current
Borough_Bronx,10465,American,D_action,06A,10,A_current
Borough_Bronx,10465,American,D_action,06D,10,A_current
Borough_Queens,11432,---,U_action,04L,16,Z_current
Borough_Queens,11432,---,U_action,04N,16,Z_current
Borough_Queens,11354,Bakery,D_action,02H,8,A_current
Borough_Queens,11432,---,U_action,08C,16,Z_current
Borough_Queens,11432,---,U_action,04H,16,Z_current
Borough_Brooklyn,11224,American,D_action,08C,12,A_current
Borough_Queens,11432,---,U_action,04M,16,Z_current
Borough_Brooklyn,11220,Irish,D_action,10F,5,A_current
Borough_Brooklyn,11234,Italian,D_action,10F,5,A_current
Borough_5,10308,Bakery,D_action,10B,4,A_current
Borough_Brooklyn,11224,---,D_action,04K,12,A_current
Borough_Brooklyn,11224,---,D_action,08A,12,A_current
Borough_Bronx,10451,American,D_action,10F,4,A_current
Borough_Manhattan,10032,---,D_action,08C,7,A_current
Borough_Bronx,10468,Pizza,D_action,10A,9,A_current
Borough_Manhattan,10013,American,D_action,10I,13,A_current
Borough_Manhattan,10013,American,D_action,10G,13,A_current
Borough_Bronx,10468,Pizza,D_action,02G,9,A_current
Borough_Manhattan,10013,American,D_action,10F,13,A_current
Borough_Manhattan,10013,American,D_action,04H,13,A_current
Borough_Manhattan,10012,American,D_action,10B,10,A_current
Borough_Brooklyn,11213,Caribbean,G_action,10E,122,C_current
Borough_Brooklyn,11213,Caribbean,G_action,04J,122,C_current
Borough_Brooklyn,11213,Caribbean,G_action,05H,122,C_current
Borough_Brooklyn,11224,American,D_action,10B,2,A_current
Borough_Brooklyn,11213,Caribbean,G_action,02G,122,C_current
Borough_Brooklyn,11213,Caribbean,G_action,02B,122,C_current
Borough_Brooklyn,11213,Caribbean,G_action,04K,122,C_current
Borough_Brooklyn,11213,Caribbean,G_action,04N,122,C_current
Borough_Brooklyn,11213,Caribbean,G_action,05F,122,C_current
Borough_Brooklyn,11213,Caribbean,G_action,05I,122,C_current
Borough_Brooklyn,11213,Caribbean,G_action,06C,122,C_current
Borough_Brooklyn,11213,Caribbean,G_action,08A,122,C_current
Borough_Brooklyn,11213,Caribbean,G_action,02H,122,C_current
Borough_Manhattan,10002,Mexican,D_action,02G,12,A_current
Borough_Manhattan,10009,---,D_action,04A,12,A_current
Borough_Manhattan,10009,---,D_action,10F,12,A_current
Borough_Brooklyn,11224,Caribbean,D_action,10F,9,A_current
Borough_Manhattan,10002,Mexican,D_action,06C,12,A_current
Borough_Brooklyn,11224,Caribbean,D_action,10B,9,A_current
Borough_Bronx,10451,American,D_action,02G,9,A_current
Borough_Queens,11101,---,D_action,06D,7,A_current
Borough_Bronx,10451,American,D_action,09C,9,A_current
Borough_Manhattan,10014,Japanese,D_action,10H,9,A_current
Borough_Manhattan,10004,Café/Coffee/Tea,D_action,02G,8,A_current
Borough_Manhattan,10014,Japanese,D_action,02H,9,A_current
Borough_Queens,11101,---,D_action,10B,7,A_current
Borough_Manhattan,10007,American,D_action,04H,13,A_current
Borough_Manhattan,10007,American,D_action,06D,13,A_current
Borough_Bronx,10453,---,D_action,10D,11,A_current
Borough_Manhattan,10014,American,F_action,04M,17,B_current
Borough_Manhattan,10014,American,F_action,10F,17,B_current
Borough_Bronx,10453,---,D_action,06D,11,A_current
Borough_Bronx,10453,---,D_action,10F,11,A_current
Borough_Manhattan,10001,Café/Coffee/Tea,D_action,10F,2,A_current
Borough_Bronx,10467,Bakery,D_action,10F,3,A_current
Borough_Bronx,10453,---,D_action,10B,11,A_current
Borough_Manhattan,10019,American,D_action,06D,7,A_current
Borough_Brooklyn,11211,American,D_action,06F,7,A_current
Borough_Manhattan,10065,American,D_action,05D,10,A_current
Borough_Brooklyn,11237,Spanish,G_action,04H,92,A_current
Borough_Brooklyn,11237,Spanish,G_action,08A,92,A_current
Borough_Manhattan,10031,Hamburgers,D_action,10F,3,A_current
Borough_Brooklyn,11211,American,D_action,10F,7,A_current
Borough_Brooklyn,11237,Spanish,G_action,05F,92,A_current
Borough_Brooklyn,11237,Spanish,G_action,02G,92,A_current
Borough_Brooklyn,11237,Spanish,G_action,04K,92,A_current
Borough_Brooklyn,11237,Spanish,G_action,04N,92,A_current
Borough_Brooklyn,11237,Spanish,G_action,06C,92,A_current
Borough_Brooklyn,11208,Chinese,D_action,10F,4,A_current
Borough_Manhattan,10001,Irish,D_action,10F,11,A_current
Borough_Manhattan,10031,Spanish,F_action,06D,32,C_current
Borough_Manhattan,10031,Spanish,F_action,08A,32,C_current
Borough_Manhattan,10031,Spanish,F_action,04L,32,C_current
Borough_Brooklyn,11208,Chinese,D_action,09B,4,A_current
Borough_Manhattan,10001,Irish,D_action,02B,11,A_current
Borough_Manhattan,10031,Spanish,F_action,10I,32,C_current
Borough_Manhattan,10031,Spanish,F_action,02B,32,C_current
Borough_Manhattan,10031,Spanish,F_action,10B,32,C_current
Borough_Queens,11354,Korean,D_action,04L,13,A_current
Borough_Queens,11354,Korean,D_action,10J,13,A_current
Borough_Manhattan,10031,Spanish,F_action,04N,32,C_current
Borough_Brooklyn,11220,Pizza,D_action,10F,12,A_current
Borough_Queens,11354,Korean,D_action,08A,13,A_current
Borough_Manhattan,10009,American,D_action,06D,9,A_current
Borough_Manhattan,10009,American,D_action,10F,9,A_current
Borough_Manhattan,10001,Japanese,D_action,10F,8,A_current
Borough_Brooklyn,11220,Pizza,D_action,04A,12,A_current
Borough_Brooklyn,11223,---,D_action,04A,12,A_current
Borough_Manhattan,10009,American,D_action,10C,9,A_current
Borough_Manhattan,10019,American,D_action,06F,5,A_current
Borough_Brooklyn,11223,---,D_action,10B,12,A_current
Borough_Brooklyn,11216,Bakery,D_action,02G,9,A_current
Borough_Brooklyn,11212,Chicken,D_action,06C,10,A_current
Borough_Queens,11432,Caribbean,O_action,10F,4,Z_current
Borough_Queens,11366,Spanish,D_action,08C,13,A_current
Borough_Queens,11366,Spanish,D_action,10B,13,A_current
Borough_Manhattan,10023,Chinese,D_action,06D,9,A_current
Borough_Brooklyn,11216,Bakery,D_action,99B,9,A_current
Borough_Brooklyn,11212,Chicken,D_action,06E,10,A_current
Borough_5,10312,Sandwiches/Salads/MixedBuffet,D_action,10F,12,A_current
Borough_Queens,11366,Spanish,D_action,02G,13,A_current
Borough_Manhattan,10036,American,D_action,10F,2,A_current
Borough_Manhattan,10023,Chinese,D_action,10F,9,A_current
Borough_5,10312,Sandwiches/Salads/MixedBuffet,D_action,04A,12,A_current
Borough_Brooklyn,11234,Italian,D_action,10B,5,A_current
Borough_5,10308,Bakery,D_action,10E,4,A_current
Borough_Bronx,10451,American,D_action,08C,4,A_current
Borough_Brooklyn,11224,---,D_action,10F,12,A_current
Borough_Manhattan,10032,---,D_action,10F,7,A_current
Borough_Manhattan,10012,American,D_action,06D,10,A_current
Borough_Brooklyn,11213,Caribbean,G_action,09C,122,C_current
Borough_Brooklyn,11213,Caribbean,G_action,10F,122,C_current
Borough_Brooklyn,11224,Caribbean,D_action,06D,9,A_current
Borough_Manhattan,10014,American,F_action,04H,17,B_current
Borough_Manhattan,10019,American,D_action,10F,7,A_current
Borough_Brooklyn,11237,Spanish,G_action,04J,92,A_current
Borough_Queens,11354,Korean,D_action,10H,13,A_current
Borough_Queens,11432,Caribbean,O_action,10B,4,Z_current
Borough_Manhattan,10001,Japanese,D_action,06E,8,A_current
Borough_Queens,11366,Spanish,D_action,10F,13,A_current
Borough_Bronx,10465,American,D_action,05D,12,A_current
Borough_Bronx,10465,American,D_action,10F,12,A_current
Borough_Bronx,10464,Seafood,D_action,06D,13,A_current
Borough_Queens,11101,American,D_action,10F,6,A_current
Borough_Queens,11101,American,D_action,10B,6,A_current
Borough_Queens,11101,American,D_action,99B,6,A_current
Borough_Manhattan,10036,Italian,D_action,10B,13,A_current
Borough_Manhattan,10036,Italian,D_action,06E,13,A_current
Borough_Manhattan,10036,Italian,D_action,10F,13,A_current
Borough_Manhattan,10036,American,D_action,10F,2,A_current
Borough_5,10314,Chicken,D_action,06C,13,A_current
Borough_5,10314,Chicken,D_action,10F,13,A_current
Borough_Manhattan,10011,American,D_action,10B,13,A_current
Borough_Manhattan,10011,American,D_action,10F,13,A_current
Borough_Manhattan,10011,American,D_action,10B,12,A_current
Borough_Queens,11106,Donuts,D_action,04M,12,A_current
Borough_Queens,11106,Donuts,D_action,10F,12,A_current
Borough_Manhattan,10011,American,D_action,02G,12,A_current
Borough_Queens,11106,Donuts,D_action,08A,12,A_current
Borough_Manhattan,10022,Sandwiches/Salads/MixedBuffet,D_action,10B,13,A_current
Borough_Manhattan,10022,Sandwiches/Salads/MixedBuffet,D_action,10F,13,A_current
Borough_Manhattan,10014,American,U_action,10F,15,B_current
Borough_Manhattan,10014,American,U_action,04L,15,B_current
Borough_Bronx,10458,American,D_action,04A,12,A_current
Borough_Bronx,10458,American,D_action,10H,12,A_current
Borough_Queens,11694,Italian,D_action,06F,12,A_current
Borough_Queens,11694,Italian,D_action,10F,12,A_current
Borough_Queens,11694,Italian,D_action,08C,12,A_current
Borough_Manhattan,10036,Japanese,D_action,10F,12,A_current
Borough_Manhattan,10019,Café/Coffee/Tea,D_action,10F,8,A_current
Borough_Queens,11694,Italian,D_action,10B,12,A_current
Borough_Manhattan,10036,Japanese,D_action,06C,12,A_current
Borough_Manhattan,10036,Japanese,D_action,10B,12,A_current
Borough_Queens,11355,American,D_action,06D,13,A_current
Borough_Queens,11355,American,D_action,04H,13,A_current
Borough_Manhattan,10019,Café/Coffee/Tea,D_action,06D,8,A_current
Borough_Queens,11379,Hamburgers,D_action,10F,9,A_current
Borough_Manhattan,10003,American,D_action,04H,10,A_current
Borough_Queens,11379,Hamburgers,D_action,02G,9,A_current
Borough_Manhattan,10021,Café/Coffee/Tea,D_action,10I,9,A_current
Borough_Manhattan,10021,Café/Coffee/Tea,D_action,99B,9,A_current
Borough_Manhattan,10021,Café/Coffee/Tea,D_action,10E,9,A_current
Borough_Queens,11415,Chinese,D_action,10B,13,A_current
Borough_Manhattan,10035,---,D_action,05D,12,A_current
Borough_Queens,11415,Chinese,D_action,06C,13,A_current
Borough_Queens,11415,Chinese,D_action,10F,13,A_current
Borough_Manhattan,10009,French,D_action,02G,13,A_current
Borough_Manhattan,10009,French,D_action,99B,13,A_current
Borough_Brooklyn,11211,American,D_action,06C,8,A_current
Borough_Manhattan,10009,French,D_action,10J,13,A_current
Borough_Brooklyn,11217,American,D_action,10F,13,A_current
Borough_Brooklyn,11217,American,D_action,06E,13,A_current
Borough_Manhattan,10021,Donuts,D_action,08C,5,A_current
Borough_Brooklyn,11217,American,D_action,06A,13,A_current
Borough_Brooklyn,11229,---,D_action,10B,11,A_current
Borough_Bronx,10456,---,F_action,10A,40,Z_current
Borough_Manhattan,10021,Donuts,D_action,10F,5,A_current
Borough_Brooklyn,11216,Caribbean,F_action,02G,39,C_current
Borough_Brooklyn,11216,Caribbean,F_action,99B,39,C_current
Borough_Bronx,10456,---,F_action,06E,40,Z_current
Borough_Brooklyn,11216,Caribbean,F_action,06F,39,C_current
Borough_Brooklyn,11216,Caribbean,F_action,08A,39,C_current
Borough_Brooklyn,11229,---,D_action,04L,11,A_current
Borough_Bronx,10456,---,F_action,04H,40,Z_current
Borough_Bronx,10456,---,F_action,06C,40,Z_current
Borough_Brooklyn,11216,Caribbean,F_action,04L,39,C_current
Borough_Brooklyn,11216,Caribbean,F_action,10F,39,C_current
Borough_Brooklyn,11216,Caribbean,F_action,10J,39,C_current
Borough_Brooklyn,11216,Caribbean,F_action,02B,39,C_current
Borough_Brooklyn,11216,Caribbean,F_action,10A,39,C_current
Borough_Manhattan,10013,American,D_action,10A,12,A_current
Borough_Manhattan,10013,American,D_action,06D,12,A_current
Borough_Manhattan,10013,American,D_action,06E,12,A_current
Borough_Brooklyn,11223,---,D_action,04L,9,A_current
Borough_Queens,11423,---,D_action,06C,11,A_current
Borough_Bronx,10467,American,D_action,10F,7,A_current
Borough_Queens,11423,---,D_action,10F,11,A_current
Borough_Bronx,10467,American,D_action,06D,7,A_current
Borough_Queens,11102,American,U_action,10F,10,A_current
Borough_Brooklyn,11223,---,D_action,08A,9,A_current
Borough_Manhattan,10037,Chinese,U_action,02B,23,B_current
Borough_Manhattan,10037,Chinese,U_action,10B,23,B_current
Borough_Queens,11385,Bagels/Pretzels,D_action,06E,9,A_current
